,Lista/Pacto,Partido,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
59,Total Votación,,106.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,166V
1,AA.CHILE PODEMOS +,,30.0,"33,71%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,7.0,"7,87%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,7.0,"7,87%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
7,UNION DEMOCRATA INDEPENDIENTE,,6.0,"6,74%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
8,11. SANDRA AMAR MANCILLA,IND-UDI,6.0,"6,74%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
11,RENOVACION NACIONAL,,17.0,"19,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,17.0,"19,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
16,AB.PARTIDO DE LA GENTE,,4.0,"4,49%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
18,PARTIDO DE LA GENTE,,4.0,"4,49%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,2.0,"2,25%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,2.0,"2,25%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
24,AH.NUEVO PACTO SOCIAL,,4.0,"4,49%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
26,PARTIDO DEMOCRATA CRISTIANO,,1.0,"1,12%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
27,15. NINEN GOMEZ VILLEGAS,PDC,1.0,"1,12%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
30,PARTIDO SOCIALISTA DE CHILE,,3.0,"3,37%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,3.0,"3,37%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
35,AN.DIGNIDAD AHORA,,1.0,"1,12%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
37,PARTIDO HUMANISTA,,1.0,"1,12%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,1.0,"1,12%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
42,AR.APRUEBO DIGNIDAD,,14.0,"15,73%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
44,CONVERGENCIA SOCIAL,,14.0,"15,73%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,12.0,"13,48%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,2.0,"2,25%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
50,CANDIDATURA INDEPENDIENTE,,36.0,"40,45%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,36.0,"40,45%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
56,Válidamente Emitidos,,89.0,"89,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
57,Votos Nulos,,8.0,"8,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
58,Votos en Blanco,,3.0,"3,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
59,Total Votación,,100.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,167V
1,AA.CHILE PODEMOS +,,22.0,"26,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,6.0,"7,14%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,6.0,"7,14%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
7,UNION DEMOCRATA INDEPENDIENTE,,7.0,"8,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
8,11. SANDRA AMAR MANCILLA,IND-UDI,7.0,"8,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
11,RENOVACION NACIONAL,,9.0,"10,71%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,9.0,"10,71%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
16,AB.PARTIDO DE LA GENTE,,5.0,"5,95%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
18,PARTIDO DE LA GENTE,,5.0,"5,95%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,1.0,"1,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,4.0,"4,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
24,AH.NUEVO PACTO SOCIAL,,1.0,"1,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
26,PARTIDO DEMOCRATA CRISTIANO,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
27,15. NINEN GOMEZ VILLEGAS,PDC,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
30,PARTIDO SOCIALISTA DE CHILE,,1.0,"1,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,1.0,"1,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
35,AN.DIGNIDAD AHORA,,1.0,"1,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
37,PARTIDO HUMANISTA,,1.0,"1,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,1.0,"1,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
42,AR.APRUEBO DIGNIDAD,,14.0,"16,67%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
44,CONVERGENCIA SOCIAL,,14.0,"16,67%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,11.0,"13,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,3.0,"3,57%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
50,CANDIDATURA INDEPENDIENTE,,41.0,"48,81%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,41.0,"48,81%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
56,Válidamente Emitidos,,84.0,"97,67%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
57,Votos Nulos,,1.0,"1,16%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
58,Votos en Blanco,,1.0,"1,16%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
59,Total Votación,,86.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,168V
1,AA.CHILE PODEMOS +,,23.0,"21,70%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,5.0,"4,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,5.0,"4,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
7,UNION DEMOCRATA INDEPENDIENTE,,5.0,"4,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
8,11. SANDRA AMAR MANCILLA,IND-UDI,5.0,"4,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
11,RENOVACION NACIONAL,,13.0,"12,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,13.0,"12,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
16,AB.PARTIDO DE LA GENTE,,9.0,"8,49%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
18,PARTIDO DE LA GENTE,,9.0,"8,49%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,5.0,"4,72%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,4.0,"3,77%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
24,AH.NUEVO PACTO SOCIAL,,3.0,"2,83%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
26,PARTIDO DEMOCRATA CRISTIANO,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
27,15. NINEN GOMEZ VILLEGAS,PDC,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
30,PARTIDO SOCIALISTA DE CHILE,,3.0,"2,83%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,3.0,"2,83%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
35,AN.DIGNIDAD AHORA,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
37,PARTIDO HUMANISTA,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
42,AR.APRUEBO DIGNIDAD,,24.0,"22,64%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
44,CONVERGENCIA SOCIAL,,24.0,"22,64%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,17.0,"16,04%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,7.0,"6,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
50,CANDIDATURA INDEPENDIENTE,,47.0,"44,34%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,47.0,"44,34%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
56,Válidamente Emitidos,,106.0,"94,64%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
57,Votos Nulos,,3.0,"2,68%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
58,Votos en Blanco,,3.0,"2,68%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
59,Total Votación,,112.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,169V
1,AA.CHILE PODEMOS +,,42.0,"26,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,10.0,"6,41%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,10.0,"6,41%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
7,UNION DEMOCRATA INDEPENDIENTE,,12.0,"7,69%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
8,11. SANDRA AMAR MANCILLA,IND-UDI,12.0,"7,69%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
11,RENOVACION NACIONAL,,20.0,"12,82%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,20.0,"12,82%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
16,AB.PARTIDO DE LA GENTE,,9.0,"5,77%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
18,PARTIDO DE LA GENTE,,9.0,"5,77%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,4.0,"2,56%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,5.0,"3,21%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
24,AH.NUEVO PACTO SOCIAL,,9.0,"5,77%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
26,PARTIDO DEMOCRATA CRISTIANO,,4.0,"2,56%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
27,15. NINEN GOMEZ VILLEGAS,PDC,4.0,"2,56%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
30,PARTIDO SOCIALISTA DE CHILE,,5.0,"3,21%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,5.0,"3,21%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
35,AN.DIGNIDAD AHORA,,6.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
37,PARTIDO HUMANISTA,,6.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,6.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
42,AR.APRUEBO DIGNIDAD,,25.0,"16,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
44,CONVERGENCIA SOCIAL,,25.0,"16,03%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,16.0,"10,26%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,9.0,"5,77%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
50,CANDIDATURA INDEPENDIENTE,,65.0,"41,67%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,65.0,"41,67%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
56,Válidamente Emitidos,,156.0,"92,86%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
57,Votos Nulos,,6.0,"3,57%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
58,Votos en Blanco,,6.0,"3,57%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
59,Total Votación,,168.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,170V
1,AA.CHILE PODEMOS +,,35.0,"38,89%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,8.0,"8,89%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,8.0,"8,89%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
7,UNION DEMOCRATA INDEPENDIENTE,,5.0,"5,56%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
8,11. SANDRA AMAR MANCILLA,IND-UDI,5.0,"5,56%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
11,RENOVACION NACIONAL,,22.0,"24,44%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,22.0,"24,44%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
16,AB.PARTIDO DE LA GENTE,,7.0,"7,78%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
18,PARTIDO DE LA GENTE,,7.0,"7,78%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
