,Lista/Pacto,Partido,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,3.0,"3,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,4.0,"4,44%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
24,AH.NUEVO PACTO SOCIAL,,3.0,"3,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
26,PARTIDO DEMOCRATA CRISTIANO,,3.0,"3,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
27,15. NINEN GOMEZ VILLEGAS,PDC,3.0,"3,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
30,PARTIDO SOCIALISTA DE CHILE,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
35,AN.DIGNIDAD AHORA,,2.0,"2,22%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
37,PARTIDO HUMANISTA,,2.0,"2,22%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,2.0,"2,22%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
42,AR.APRUEBO DIGNIDAD,,7.0,"7,78%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
44,CONVERGENCIA SOCIAL,,7.0,"7,78%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,5.0,"5,56%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,2.0,"2,22%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
50,CANDIDATURA INDEPENDIENTE,,36.0,"40,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,36.0,"40,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
56,Válidamente Emitidos,,90.0,"86,54%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
57,Votos Nulos,,8.0,"7,69%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
58,Votos en Blanco,,6.0,"5,77%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
59,Total Votación,,104.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,171V
1,AA.CHILE PODEMOS +,,32.0,"32,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,11.0,"11,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,11.0,"11,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
7,UNION DEMOCRATA INDEPENDIENTE,,5.0,"5,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
8,11. SANDRA AMAR MANCILLA,IND-UDI,5.0,"5,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
11,RENOVACION NACIONAL,,16.0,"16,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,16.0,"16,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
16,AB.PARTIDO DE LA GENTE,,3.0,"3,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
18,PARTIDO DE LA GENTE,,3.0,"3,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,1.0,"1,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,2.0,"2,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
24,AH.NUEVO PACTO SOCIAL,,4.0,"4,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
26,PARTIDO DEMOCRATA CRISTIANO,,2.0,"2,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
27,15. NINEN GOMEZ VILLEGAS,PDC,2.0,"2,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
30,PARTIDO SOCIALISTA DE CHILE,,2.0,"2,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,2.0,"2,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
35,AN.DIGNIDAD AHORA,,1.0,"1,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
37,PARTIDO HUMANISTA,,1.0,"1,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,1.0,"1,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
42,AR.APRUEBO DIGNIDAD,,19.0,"19,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
44,CONVERGENCIA SOCIAL,,19.0,"19,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,12.0,"12,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,7.0,"7,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
50,CANDIDATURA INDEPENDIENTE,,41.0,"41,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,41.0,"41,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
56,Válidamente Emitidos,,100.0,"90,09%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
57,Votos Nulos,,4.0,"3,60%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
58,Votos en Blanco,,7.0,"6,31%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
59,Total Votación,,111.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,172V
1,AA.CHILE PODEMOS +,,38.0,"33,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,10.0,"8,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,10.0,"8,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
7,UNION DEMOCRATA INDEPENDIENTE,,6.0,"5,31%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
8,11. SANDRA AMAR MANCILLA,IND-UDI,6.0,"5,31%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
11,RENOVACION NACIONAL,,22.0,"19,47%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,22.0,"19,47%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
16,AB.PARTIDO DE LA GENTE,,7.0,"6,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
18,PARTIDO DE LA GENTE,,7.0,"6,19%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,3.0,"2,65%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,4.0,"3,54%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
24,AH.NUEVO PACTO SOCIAL,,6.0,"5,31%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
26,PARTIDO DEMOCRATA CRISTIANO,,1.0,"0,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
27,15. NINEN GOMEZ VILLEGAS,PDC,1.0,"0,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
30,PARTIDO SOCIALISTA DE CHILE,,5.0,"4,42%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,5.0,"4,42%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
35,AN.DIGNIDAD AHORA,,1.0,"0,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
37,PARTIDO HUMANISTA,,1.0,"0,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,1.0,"0,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
42,AR.APRUEBO DIGNIDAD,,17.0,"15,04%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
44,CONVERGENCIA SOCIAL,,17.0,"15,04%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,12.0,"10,62%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,5.0,"4,42%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
50,CANDIDATURA INDEPENDIENTE,,44.0,"38,94%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,44.0,"38,94%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
56,Válidamente Emitidos,,113.0,"94,17%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
57,Votos Nulos,,4.0,"3,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
58,Votos en Blanco,,3.0,"2,50%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
59,Total Votación,,120.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,173V
1,AA.CHILE PODEMOS +,,52.0,"32,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,10.0,"6,17%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,10.0,"6,17%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
7,UNION DEMOCRATA INDEPENDIENTE,,14.0,"8,64%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
8,11. SANDRA AMAR MANCILLA,IND-UDI,14.0,"8,64%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
11,RENOVACION NACIONAL,,28.0,"17,28%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,28.0,"17,28%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
16,AB.PARTIDO DE LA GENTE,,13.0,"8,02%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
18,PARTIDO DE LA GENTE,,13.0,"8,02%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,8.0,"4,94%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,5.0,"3,09%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
24,AH.NUEVO PACTO SOCIAL,,6.0,"3,70%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
26,PARTIDO DEMOCRATA CRISTIANO,,3.0,"1,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
27,15. NINEN GOMEZ VILLEGAS,PDC,3.0,"1,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
30,PARTIDO SOCIALISTA DE CHILE,,3.0,"1,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,3.0,"1,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
35,AN.DIGNIDAD AHORA,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
37,PARTIDO HUMANISTA,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
42,AR.APRUEBO DIGNIDAD,,20.0,"12,35%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
44,CONVERGENCIA SOCIAL,,20.0,"12,35%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,13.0,"8,02%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,7.0,"4,32%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
50,CANDIDATURA INDEPENDIENTE,,71.0,"43,83%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,71.0,"43,83%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
56,Válidamente Emitidos,,162.0,"95,86%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
57,Votos Nulos,,2.0,"1,18%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
58,Votos en Blanco,,5.0,"2,96%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
59,Total Votación,,169.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,66V
1,AA.CHILE PODEMOS +,,36.0,"22,78%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,7.0,"4,43%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,7.0,"4,43%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
7,UNION DEMOCRATA INDEPENDIENTE,,12.0,"7,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
8,11. SANDRA AMAR MANCILLA,IND-UDI,12.0,"7,59%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
11,RENOVACION NACIONAL,,17.0,"10,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,17.0,"10,76%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
16,AB.PARTIDO DE LA GENTE,,6.0,"3,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
18,PARTIDO DE LA GENTE,,6.0,"3,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,2.0,"1,27%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,4.0,"2,53%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
24,AH.NUEVO PACTO SOCIAL,,3.0,"1,90%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
26,PARTIDO DEMOCRATA CRISTIANO,,2.0,"1,27%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
27,15. NINEN GOMEZ VILLEGAS,PDC,2.0,"1,27%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
30,PARTIDO SOCIALISTA DE CHILE,,1.0,"0,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,1.0,"0,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
35,AN.DIGNIDAD AHORA,,1.0,"0,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
37,PARTIDO HUMANISTA,,1.0,"0,63%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,INSTITUTO DON BOSCO,67V
